纯黑,尖叫,心魔,生化危机2,森林,最高难度,恋爱循环,翻唱,甜蜜之家2,英雄联盟,电子竞技,三怂,恐怖,手机游戏,英语听力,VLOG,港诡实录,Pacify,小镇惊魂2,最后生还者,美国末日,吃鸡,使命召唤16,第九艺术,奥日,整活,大逃杀,COD16,桌游棋牌,百闻牌,毁灭战士,DOOM,无高能,娱乐,欢快,安静,疯了,真正的恐怖游戏,心理恐惧,PT,百大VLOG
43,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,6,6,1,1,9,8,6,6,6,1,1,1,1,1,1
