电子竞技,解说罗汉,罗汉录播,卡尔玛,天启者,乌迪尔,点滴菌,英雄联盟,罗汉解说,挨打就能赢的套路,娱乐,盖伦,lol,俄洛伊,万鞭归宗,天涯明月刀,网络游戏,暑期爆肝挑战,穿越火线,CF手游新版本视频征集应援大赛,罗汉鬼套路,蕾欧娜,手机游戏,天下,一梦江湖,楚留香手游,罗汉,凯影,LOL,不可思议乐队,公益,大爱清尘,生活,自制,互动视频,DNF再战魔界,单机游戏,实况攻略,大鹅模拟器,单机联机,实况解说,小丑,盒气生财,英雄联盟S9,率土之滨,不休的乌拉拉,剑与远征,手游,AFK,AFK Arena,肥宅模拟器,自走棋,酒馆战棋,炉石传说,森林,金庸游戏,节食流,扒皮流,赛娜,小缸啊灿,人类迷惑行为,臭豆腐,部落与弯刀,虚空之女,#荣归故里，和部落冲突一起过新年#,部落冲突荣归故里,逆水寒,逆水寒OL,大虫子,无限火力,格斗,独立游戏,抗击肺炎大作战,龙龟,日炎,war3重制版开测,新笑傲江湖,喵星人,萌宠,沙雕实况,沙雕之主,万毒归宗,炼金,猫咪,美食,搞笑,花样吃播,刀削面,两个神经病,沙雕,节奏快打,单机,实况,生活记录,鬼畜调教,鬼畜,乌仁吉,搞笑视频,洗脑循环,祖安,逗比,全程高能,魔性
16,1,1,1,1,1,1,10,35,1,7,1,1,1,1,1,3,3,1,1,10,1,9,1,2,1,4,1,5,1,1,1,2,2,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
