翻唱,三无,好运来,姬子,崩坏3,手机游戏,nightglow,原创歌曲,YUKIri,镜音双子11周年,bilibili音乐,原创,半木生工作室,妙笔千山,ilem,鸽子,日文翻唱,外语翻唱,GReeeeN,女声,拜年祭,古风,国风音乐,冠世一战,燃向,嬴政,祖龙吟,忘川风华录,永劫同归Project,雨狸,人声本家,DELA,命运歌姬,洛天依,VOCALOID,JUSF周存,八足的末日物语,得过且过的勇者,2:3,KBshinya,苏轼,佛印,心华,中国风,排骨教主,银临,三无MarBlue,KBShinya,winky诗,不才,城市风光,成都,大氿歌,高考加油,高三,高考应援,2019高考应援,合唱,邦邦,ROSELIA,bangbang,BANGDREAM,汐音社,原创曲,绛舞乱丸,群居动物,不吉波普不笑,Whiteout,封印者,缇娜,清醒梦,封印战记,轨迹系列,轨迹十五周年,星之所在,轨迹,星之轨迹,竹林七贤,夏日音乐祭,我管你,布洛妮娅,Cyberangel,天使重构,阴阳师,金鱼姬,荒川之主,裂天,T2o,三无MARBLUE,赤羽,泽野弘之,机动战队,泽野弘之创作大会,奥拉星,奥拉星手游,食物语,食物语空桑餐馆开业,食物语手游,中华食谣,辰星九歌,神都夜行录,三无Marblue,全民音乐UP主,匀子,漆柚,小五沉沉沉,西凉Cassie,嘟比Dubi,三星堆工作室,国风电子,米津玄師,flamingo,强制夏天,Hanser,音乐,闪耀暖暖,2019暖暖Nikki生日会,上官婉儿,hanser,太平公主,青鸟衔风,战斗吧歌姬,罗兹,励志少女我可以,祖娅纳惜,小缘,白止,原创音乐,B站跨年,拾梦纪,梦幻花园,万古生香,我的别样拜年祭,新型冠状病毒肺炎,I Will Sing For You,抗击肺炎大作战,武汉加油,应援曲,新冠肺炎,爱在你我身旁,言和,达拉崩吧,肥皂菌,西瓜Kune,重编曲,REMIX,木兰行,ChiliChill,社畜烧酒,弹幕射击,爆裂魔女,STG,蒸汽金鱼,王羲之
33,35,1,1,2,2,1,17,1,1,1,1,1,1,4,1,4,4,1,2,1,4,5,1,1,1,1,7,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
