单机游戏,王老菊,单机联机,梦幻模拟战,手机游戏,stone story rpg,risk of rain 2,超载地牢,伊洛纳,音乐现场,bml,surge 2,实况攻略,实况解说,第二银河,电子竞技,炉石传说,我的起源,游戏资讯,游戏杂谈,启源女神,独立游戏,新人,white door,沙雕实况,沙雕之主,ROOT,迷失岛3,实况,阴阳师：百闻牌,骑马与砍杀2,薪人,帕斯卡契约
30,38,30,1,8,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,1,5,4,1,6,6,1,1,1,1,5,12,1
