高考,考试,高中生,自制,杂谈,大学生,学生,复读,新人向,高考查分,豫章书院,正义,志愿者,温柔出品,杨永信,生活,记录,央视,校园,正能量,骗局,你的名字,温柔JUNZ,温柔,创作激励,生活记录,诸葛亮,鬼畜,逍遥散人,纯黑,网站,年轻,新型冠状病毒肺炎,武汉,抗击肺炎大作战,医疗,社会,慈善组织,李文亮,医生,真相,疫情,疫苗,水军,日本,高能,情书,表白,情话,声控,网络暴力,隐私,人肉,键盘侠,网络小说,起点,阅文,腾讯,作家,盛大
1,1,1,14,2,1,1,1,1,1,7,4,4,13,2,5,4,1,1,2,1,2,2,3,1,2,1,1,1,1,1,1,5,2,2,5,5,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
