盲僧,亚索,英雄联盟,电子竞技,同人,#创作新秀奖#,魔改,德莱文,童年回忆杀,LOL,儿童节,六一,小学生,创作新秀奖,高考,原创动画,教育,讽刺,创造新秀奖,明星,爱豆,抽烟,盗视频,销售,垃圾分类,狗狗,不栓绳,沙雕动画,功夫,书法,戏曲,美食,阶级分化,贫富差距,国足,篮球场,广场舞大妈,周杰伦,暑期爆肝挑战,蒲公英的约定,爱情,牛郎织女,里面有人,搞关系,互动视频,互动视频大赏,上当了,底层,全能打卡挑战,家庭教育,动画短片,自制,呐喊,丧,混子,珍珠奶茶,庆祝稿件,阅读理解,合群,异类,错过,初恋,宅舞,舞蹈,女装,#UP主粉丝成就奖#,豫章书院,房价,绿茶婊,AWSL,2019新人嘉年华,#2019新人嘉年华#,病毒,敬畏自然,骆驼,抗疫,新冠状肺炎,野生动物,雪花,雪崩,大数据时代,偏好推送,插队,妈宝男,打开吧！脑洞,窃格瓦拉,一路向北,工人加班,MMA,自由搏击,太极,亚裔,米国警察,黑人
3,4,6,6,1,2,1,1,1,3,1,1,1,3,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,17,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
