洪世贤,回家的诱惑,人力VOCALOID,鬼畜,痒,潮汕好男人,永远的MG,MC传奇,吴亦凡,鬼畜调教,全明星,五五开,沙漠骆驼,你好骚啊,林品如,品如,贝爷,马云,永远的mg,算你狠,mc传奇,黄绿合战,全日爱,黄绿合战3rd,六小龄童,西游记,孙悟空,文体两开花,灵堂卖片,六学,谢罪,六学圣经,美猴王,章金莱,吴承恩,生僻字,孟鹤堂,盘他！,刘星,改革春风吹满地,家有儿女,张一山,杨紫,搞笑,夏雪,宋丹丹,我要吸旺仔牛奶,洗脑循环,最熟悉的陌生人,马化腾,人力vocaloid,出山,电鳗,欠我的用什么还,大碗宽面,skr,poker face,巴啦啦小魔仙,岳云鹏,爱的魔力转圈圈,艺术,游乐王子,斗地主,蔡徐坤,鸡你太美,明星,绿色,刘强东,雨女无瓜,华晨宇,心如止水,鸡,朱广权,还珠格格,猫和老鼠,李彦宏,你太美,黄绿合战4th,银角大王,小跳蛙,王境泽,铁骨铮铮,洗脑,真香,无尽大冒险,赵本山,芒种,黄晓明,海绵宝宝,闹太套,窝窝头,野狼disco,夏东海,科学,iQOO Pro 5G 倍速鬼畜悬赏,5G,周杰伦,说好不哭,蜜汁带感,high歌,8848钛金手机,8848,奥利给,童年回忆杀,童年,影流之主,影 流 之 主,爱河,大田后生仔,豫章书院,吴军豹,孙笑川,联合创作,抽象,带带大师兄,儒雅随和,我和你荡秋千,瞬狱影杀阵,五环之歌,凯迪拉克,潮男,古力娜扎,朱丹,恶搞,套马杆,火红的萨日朗,郭老师,迷hotel,迷人的郭老师,无中生有,暗度陈仓,处处吻,抗击肺炎大作战,康熙,米奇妙妙屋,小姨妈,钉钉,世界这么大还是遇见你,DNF,网络游戏,平凡之路,毒奶粉,地下城与勇士,陈道明,机器人,人工智能,Q宝,康熙王朝,少年,黄绿合战5th,正道的光,腾讯,阿里巴巴,欢喜就好,老八,刘敏涛,周淑怡,大司马,广场舞,酒醉的蝴蝶
2,2,12,50,1,9,7,4,4,34,18,5,1,1,1,1,1,5,1,1,3,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,5,12,2,2,1,4,1,5,1,1,1,1,1,1,1,2,1,1,1,3,1,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,5,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
