光环,星际争霸2,电子竞技,杂谈,星灵,补丁,游戏平衡,如龙,小卡,吐槽,脱口秀,搞笑,生活,轩辕剑,仁王2,守望先锋,COD,九霄缳神记,STN,电脑学园,冈田斗司夫,王立宇宙军,Gainax,赤井孝美,半条命,VR,单机游戏,VR游戏,单机联机,动物森友会,最终幻想,最终幻想全系列,毁灭战士,半衰期,代打,美少女梦工厂,EVA,漫改,屎蛋,魔法阵都市,美食,猩猩,温斯顿,生活记录,蛋糕,自制,VLOG,全境封锁,骑马与砍杀,请洗手,微交易,DOOM,手机游戏,命运神界：梦境链接,STN工作室,策略,最后生还者,生化危机,战争雷霆,使命召唤,射击游戏,网络游戏,影音设备,数码,测评,体验,游戏设备,麦克风,罗技,育碧,基努里维斯,康斯坦丁,黑客帝国,地狱神探,颜值营业,TGA,读书等身,约翰·赫伊津哈,游戏的人,南瓜先生,访谈,南瓜先生2九龙城寨,探营,最终幻想7,最终幻想7重制版,克劳德,蒂法,FF7,STEAM,辐射76,XCOM,NBA,体育,迈克尔乔丹,乔丹体育,手机,安卓,索尼,SONY,大法,索尼手机,Xperia1,公开处刑,汽车评测,汽车,科技,哈佛F7x,国产车,哈弗,SUV,最后生还者2,战地5,少女前线,明日方舟,小游戏,卡牌游戏,桌游棋牌,VLOG的一百种可能,搞笑游戏,刺客信条,只狼,任天堂,steam,2077,动视暴雪,维权,写小说,公益,创意,购物,格里芬,少前,屎O说,LGD,XBOX,光明记忆,LOL,PlayStation,火影忍者手游,火影忍者,博人传到底行不行,小视频,肥宅快乐水,可乐,马云,stn,虚幻5,天启星之战,对马岛之魂,半条命Alyx,LOVELIVE,EPIC,单机,主机大战,科乐美,PC Engine,吐槽大会,最强蜗牛,赛车,速度,赛车游戏,赛车计划,DOTA2,战双帕弥什,双宝,吃瓜,农村,上海,FF14,读评论,游戏资讯,娱乐,游戏杂谈,FPS,APEX,换弹癌,第一视角,日常,卡丁车,赛车体验,逮虾户,健身,灵魂健身杨老师,身材,记录
1,1,5,3,1,1,1,1,1,3,6,5,3,1,1,2,2,1,8,1,1,1,2,1,1,1,7,1,4,1,4,6,2,1,1,1,2,1,15,1,1,1,1,4,1,3,8,2,1,1,1,1,6,1,8,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
