电竞赛事,吃鸡,游戏赛事,电子竞技,网络游戏,QM,PGC,靠谱电竞,LPL,英雄联盟,LOL,柴西,TheShy,姿态,LPL全明星周末,PDD,魔兽争霸,WAR3,青春,黄金联赛,Infi,Ted,Moon,Lyn,笑笑,小孩游神,pdd,Doinb,FPX,UZI,IG,RNG,Theshy,Faker,全能打卡挑战,拳皇,海报突击晴,WUCG,EDG,Jackeylove,clearlove,GRF,重制版,sky,黄金总决赛,War3,Fly,互动视频,lol,RPG,巨魔,年度盛典,VG,kkOma,胡建鑫,搞笑,Uzi,ig,厂长,edg,rng,年度盘点,真三,war3,小虎,OMG,SKT,司马老贼,doinb,faker,uzi,war3重制版开测,F91,孙一峰,战役,Caps,小花生,Perkz,knight,金贡,mystic,perkz,星际老男孩,Rookie,iG,Smlz,真人秀,闭关修炼指南,LGD,Clearlove,黄旭东,比赛,斗鱼,SMLZ,赛事集锦,eStar,杂谈吐槽,下饭,精彩集锦,GimGoon,P神,Zard,Pis,翔哥,Scout,Forge,魔兽世界,PVP,经典怀旧,部落,怀旧服,魔兽世界怀旧服PVP,决斗俱乐部,黑人抬棺,JackeyLove,TES,Crisp,4AM,绝地求生,春季赛,PUBG,撕破伤口丶,g2,JDG,Zoom,Yagao,刘飞儿,夏一可,SMG,总决赛,德云色,WOW,三哥,T1,港诡实录,rookie,佳慧,smlz,苍天哥,Loken,Lvmao,Kanavi,魔兽,PCS,LEC
1,5,19,44,12,1,1,8,17,25,14,2,5,2,2,6,8,1,1,2,3,7,3,2,1,1,1,8,17,5,11,13,8,5,5,1,1,1,12,3,1,1,5,1,2,4,2,1,3,5,1,1,2,1,1,1,2,1,4,1,1,1,1,3,1,1,3,1,1,3,2,1,1,3,2,1,1,1,3,1,1,1,2,3,5,1,1,1,2,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,6,6,6,2,2,6,6,2,8,5,1,2,4,3,4,1,1,4,3,2,4,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
