健康,健身,瘦身塑形,健身战“疫”挑战,运动,厨艺,吃货,美食,搞笑,花样美食挑战,逗比,美食圈,生活,自制美食,料理,零食,搞笑竞技大赛,网红,抖音,制作教程,鸡肉,炸鸡,可乐,啤酒,自制,减肥也要吃好喝好,吃饭唠嗑,减肥再见,周杰伦,配音大赛,声线模仿赛道,日常,吃播,vlog复工日记,任性过瘾放开吃,料理制作,童年回忆杀,童年,铁板烧,麻辣烫,美食视频,毛血旺,健身跟练挑战,自律,挑战,全能打卡挑战,沙雕,读评论,家常菜,我的假日style,花样吃播,美食侦探,VLOG的一百种可能,原创,美食vlog,宅家也要放肆嗨,牛肉干,开箱,测评,火锅,有你一面,进击的单身狗,沙雕日常,生活记录,吐槽,幽默,教程,黄磊,地道美食大赏,臭豆腐,网红美食,甜点,我的童年&青春回忆杀,我的童年经典,小吃,美食制作,美味,烧烤,618潮流种草大会,烤肉,猪排,麻辣小龙虾
1,2,1,1,1,17,42,49,46,6,8,49,47,2,21,1,1,1,1,8,1,1,1,1,8,2,1,4,1,1,1,14,36,1,13,10,1,1,1,1,6,1,1,1,2,6,20,2,2,1,6,3,1,1,3,1,1,1,2,1,1,1,1,1,1,3,1,1,5,2,3,1,1,1,1,3,3,1,1,1,1,1
